WordnetID	count	Synsets	Definition
n02783994	7508	baluster	one of a number of closely spaced supports for a railing
n03219135	8689	doll,dolly	a small replica of a person; used as a toy
n11552806	6573	annual	(botany) a plant that completes its entire life cycle within the space of a year
n11425580	206020	atmospheric_phenomenon	a physical phenomenon associated with the atmosphere
n00445055	10405	surfing,surfboarding,surfriding	the sport of riding a surfboard toward the shore on the crest of a wave
n15164957	5263	day,daytime,daylight	the time after sunrise and before sunset while it is light outside
n02406174	2578	dairy_cattle,dairy_cow,milch_cow,milk_cow,milcher,milker	cattle that are reared for their milk
n12619306	16875	Rosaceae,family_Rosaceae,rose_family	a large family of dicotyledonous plants of order Rosales; have alternate leaves and five-petaled flowers with numerous stamens
n02268853	3673	damselfly	slender non-stinging insect similar to but smaller than the dragonfly but having wings folded when at rest
n04201845	3472	shooting_gallery,shooting_range	an enclosed firing range with targets for rifle or handgun practice
n09394007	3744	planet,major_planet	(astronomy) any of the nine large celestial bodies in the solar system that revolve around the sun and shine by reflected light; Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune, and Pluto in order of their proximity to the sun; viewed from the constellation Hercules, all the planets rotate around the sun in a counterclockwise direction
n09225146	181708	body_of_water,water	the part of the earth's surface covered with water (such as a river or lake or ocean)
n03456299	2622	grease-gun,gun	a hand-operated pump that resembles a revolver; forces grease into parts of a machine
n09615211	2387	defender,withstander	a fighter who holds out against attack
n02450829	6961	fisher,pekan,fisher_cat,black_cat,Martes_pennanti	large dark brown North American arboreal carnivorous mammal
n04683814	115045	beauty	the qualities that give pleasure to the senses
n11517656	119548	sunrise	atmospheric phenomena accompanying the daily appearance of the sun
n14881303	103690	glass	a brittle transparent solid with irregular atomic structure
n03455033	29550	grave,tomb	a place for the burial of a corpse (especially beneath the ground and marked by a tombstone)
n14580897	253998	material,stuff	the tangible substance that goes into the makeup of a physical object
n00433458	8135	contact_sport	a sport that necessarily involves body contact between opposing players
n01692713	2791	Lacertidae,family_Lacertidae	Old World lizards
n13246475	55759	real_property,real_estate,realty,immovable	property consisting of houses and land
n05302499	49820	mouth,oral_cavity,oral_fissure,rima_oris	the opening through which food is taken in and vocalizations emerge
n02151625	147429	wing	a movable organ for flying (one of a pair)
n12585629	2674	palmyra,palmyra_palm,toddy_palm,wine_palm,lontar,longar_palm,Borassus_flabellifer	tall fan palm of Africa and India and Malaysia yielding a hard wood and sweet sap that is a source of palm wine and sugar; leaves used for thatching and weaving
n07345593	133971	wave,undulation	(physics) a movement up and down or back and forth
n06806469	13049	symbol	an arbitrary sign (written or printed) that has acquired a conventional significance
n00825443	10151	martial_art	any of several Oriental arts of weaponless self-defense; usually practiced as a sport
n13778671	13152	parking	space in which vehicles can be parked
n04052442	9765	ranch,spread,cattle_ranch,cattle_farm	farm consisting of a large tract of land along with facilities needed to raise livestock (especially cattle)
n10151760	89979	guitarist,guitar_player	a musician who plays the guitar
n03351262	13030	fishing_boat,fishing_smack,fishing_vessel	a vessel for fishing; often has a well to keep the catch alive
n07831146	3647	carbonara	sauce for pasta; contains eggs and bacon or ham and grated cheese
n06125041	9543	engineering,engineering_science,applied_science,technology	the discipline dealing with the art or science of applying scientific knowledge to practical problems
n11669335	113967	flower,bloom,blossom	reproductive organ of angiosperm plants especially one having showy or colorful parts
n07062697	5064	jazz	a genre of popular music that originated in New Orleans around 1900 and developed through increasingly complex styles
n04192238	8193	shelter	temporary housing for homeless or displaced persons
n03118245	4354	countertop	the top side of a counter
n04544979	74295	walk,walkway,paseo	a path set aside for walking
n02943241	7102	camera_lens,optical_lens	a lens that focuses the image in a camera
n04295881	158358	stadium,bowl,arena,sports_stadium	a large structure for open-air sports or entertainments
n10622053	50090	soldier	an enlisted man or woman who serves in an army
n00440747	80514	skiing	a sport in which participants must travel on skis
n04049098	30927	railway_station,railroad_station,railroad_terminal,train_station,train_depot	terminal where trains load or unload passengers or goods
n04956594	299566	color,colour,coloring,colouring	a visual attribute of things that results from the light they emit or transmit or reflect
n09445289	27444	steppe	extensive plain without trees (associated with eastern Russia and Siberia)
n10245863	8340	landscape_architect,landscape_gardener,landscaper,landscapist	someone who arranges features of the landscape or garden attractively
n06358900	13361	web_page,webpage	a document connected to the World Wide Web and viewable by anyone connected to the internet who has a web browser
n01627424	3843	amphibian	cold-blooded vertebrate typically living on land but breeding in water; aquatic larvae undergo metamorphosis into adult form
n03665924	2885	light_bulb,lightbulb,bulb,incandescent_lamp,electric_light,electric-light_bulb	electric lamp consisting of a transparent or translucent glass housing containing a wire filament (usually tungsten) that emits light when heated by electricity
n00502415	5460	board_game	a game played on a specially designed board
n06999045	7084	graphic_design	visual communication by a skillful combination of text and pictures in advertisements, magazines, books, etc.
n01833805	3250	hummingbird	tiny American bird having brilliant iridescent plumage and long slender bills; wings are specialized for vibrating flight
n07697100	3454	hamburger,beefburger,burger	a sandwich consisting of a fried cake of minced beef served on a bun, often with other ingredients
n13862644	3456	flare,flair	a shape that spreads outward
n05079866	111481	position,posture,attitude	the arrangement of the body and its limbs
n02691156	62411	airplane,aeroplane,plane	an aircraft that has a fixed wing and is powered by propellers or jets
n04468005	49504	train,railroad_train	public transport provided by a line of railway cars coupled together and drawn by a locomotive
n11484975	14359	moonlight,moonshine,Moon	the light of the Moon
n04465501	5176	tractor	a wheeled vehicle with large wheels; used in farming and other applications
n11900569	3488	poppy	annual or biennial or perennial herbs having showy flowers
n14654954	7518	silver,Ag,atomic_number_47	a soft white precious univalent metallic element having the highest electrical and thermal conductivity of any metal; occurs in argentite and in free form; used in coins and jewelry and tableware and photography
n08271042	3827	galaxy,extragalactic_nebula	(astronomy) a collection of star systems; any of the billions of systems each having many stars and nebulae and dust
n03121298	3914	courthouse	a building that houses judicial courts
n03113152	4254	cosmetic	a toiletry designed to beautify the body
n02959942	26683	car,railcar,railway_car,railroad_car	a wheeled vehicle adapted to the rails of railroad
n06793426	179542	poster,posting,placard,notice,bill,card	a sign posted in a public place as an advertisement
n09316454	10787	island	a land mass (smaller than a continent) that is surrounded by water
n05566504	56390	finger	any of the terminal members of the hand (sometimes excepting the thumb)
n08191701	9633	navy,naval_forces	an organization of military vessels belonging to a country and available for sea warfare
n00325785	15130	mountain_climbing,mountaineering	the activity of climbing a mountain
n03132879	8961	crochet,crocheting	needlework done by interlocking looped stitches with a hooked needle
n04495843	8296	tugboat,tug,towboat,tower	a powerful small boat designed to pull or push larger ships
n10143172	11323	grandparent	a parent of your father or mother
n07776866	19270	seafood	edible fish (broadly including freshwater fish) or shellfish or roe etc
n02164464	6772	beetle	insect having biting mouthparts and front wings modified to form horny covers overlying the membranous rear wings
n05282746	8529	tooth	hard bonelike structures in the jaws of vertebrates; used for biting and chewing or for attack and defense
n03142431	4620	crypt	a cellar or vault or underground burial chamber (especially beneath a church)
n07963087	2975	stack	an orderly pile
n03180504	6649	destroyer,guided_missile_destroyer	a small fast lightly armored but heavily armed warship
n04285008	110110	sports_car,sport_car	a small low car with a high-powered engine; usually seats two persons
n04097527	55204	road_surface	the paved surface of a paved roadway
n09406793	17773	reef	a submerged ridge of rock or coral near the surface of the water
n09532214	3315	Buddha,Siddhartha,Gautama,Gautama_Siddhartha,Gautama_Buddha	founder of Buddhism; worshipped as a god (c 563-483 BC)
n07464725	49618	tournament,tourney	a sporting competition in which contestants play a series of games to decide the winner
n03992703	2687	pottery,clayware	ceramic ware made from clay and baked in a kiln
n03199901	5421	dinghy,dory,rowboat	a small boat of shallow draft with cross thwarts for seats and rowlocks for oars with which it is propelled
n10091651	3164	fireman,firefighter,fire_fighter,fire-eater	a member of a fire department who tries to extinguish fires
n12387839	14830	violet	any of numerous low-growing violas with small flowers
n00308370	19923	trip	a journey for some purpose (usually including the return)
n00929718	80807	writing,authorship,composition,penning	the act of creating written works
n00017222	969081	plant,flora,plant_life	(botany) a living organism lacking the power of locomotion
n14642417	237166	iron,Fe,atomic_number_26	a heavy ductile magnetic metallic element; is silver-white in pure form but readily rusts; used in construction and tools and armament; plays a role in the transport of oxygen by the blood
n15121406	78251	history	the aggregate of past events
n11417672	111811	geological_phenomenon	a natural phenomenon involving the structure or composition of the earth
n02697759	3767	alley,alleyway,back_street	a narrow street with walls on both sides
n10430665	3679	pianist,piano_player	a person who plays the piano
n00304349	2400	parasailing,paragliding	gliding in a parasail
n09328904	140675	lake	a body of (usually fresh) water surrounded by land
n10630188	10613	speaker,talker,utterer,verbalizer,verbaliser	someone who expresses in language; someone who talks (especially someone who delivers a public speech or someone especially garrulous)
n03085013	5090	computer_keyboard,keypad	a keyboard that is a data input device for computers; arrangement of keys is modelled after the typewriter keyboard
n05064827	82703	symmetry,symmetricalness,correspondence,balance	(mathematics) an attribute of a shape or relation; exact reflection of form on opposite sides of a dividing line or plane
n02793495	11991	barn	an outlying farm building for storing grain or animal feed and housing farm animals
n10101634	34057	football_player,footballer	an athlete who plays American football
n04034367	4114	quilting	a material used for making a quilt, or a quilted fabric
n04046810	4571	rail	short for railway
n10624540	58220	songwriter,songster,ballad_maker	a composer of words or music for popular songs
n04202417	3544	shop,store	a mercantile establishment for the retail sale of goods or services
n05254795	186800	hair	a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss
n15100112	27097	hardwood	the wood of broad-leaved dicotyledonous trees (as distinguished from the wood of conifers)
n09256479	13105	coral_reef	a reef consisting of coral consolidated into limestone
n03262349	3178	earring	jewelry to ornament the ear; usually clipped to the earlobe or fastened through a hole in the lobe
n03777283	36991	model,simulation	representation of something (sometimes on a smaller scale)
n08615638	11809	parking_lot,car_park,park,parking_area	a lot where cars are parked
n08242799	2347	gang,crew,work_party	an organized group of workmen
n03485655	75691	handicraft,handcraft,handiwork,handwork	a work produced by hand labor
n09203827	2393	archipelago	a group of many islands in a large body of water
n03769235	2416	miniature,toy	a copy that reproduces a person or thing in greatly reduced size
n01314388	10075	pest	any unwanted and destructive insect or other animal that attacks food or crops or livestock etc.
n00440039	4078	track,running	the act of participating in an athletic competition involving running on a track
n03665366	77733	light,light_source	any device serving as a source of illumination
n00550771	130831	performance	the act of presenting a play or a piece of music or other entertainment
n04120998	4072	runway	a narrow platform extending from the stage into the audience in a theater or nightclub etc.
n03343853	12662	firearm,piece,small-arm	a portable gun
n04069434	5022	reflex_camera	camera that allows the photographer to view and focus the exact scene being photographed
n08439955	9441	staff	personnel who assist their superior in carrying out an assigned task
n09403427	3561	rainbow	an arc of colored light in the sky caused by refraction of the sun's rays by rain
n09466280	2958	universe,existence,creation,world,cosmos,macrocosm	everything that exists anywhere
n00480211	3762	volleyball,volleyball_game	a game in which two teams hit an inflated ball over a high net using their hands
n12024176	2446	dandelion,blowball	any of several herbs of the genus Taraxacum having long tap roots and deeply notched leaves and bright yellow flowers followed by fluffy seed balls
n04964878	7271	maroon	a dark purplish-red to dark brownish-red color
n02402425	12154	cattle,cows,kine,oxen,Bos_taurus	domesticated bovine animals as a group regardless of sex or age
n04113406	2495	roulette_wheel,wheel	game equipment consisting of a wheel with slots that is used for gambling; the wheel rotates horizontally and players bet on which slot the roulette ball will stop in
n06596364	14707	comic_book	a magazine devoted to comic strips
n09238926	20397	cave	a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea
n04157320	164390	sculpture	a three-dimensional work of plastic art
n08675967	308703	urban_area,populated_area	a geographical area constituting a city or town
n02892201	22026	brass,memorial_tablet,plaque	a memorial made of brass
n15168790	176474	dawn,dawning,morning,aurora,first_light,daybreak,break_of_day,break_of_the_day,dayspring,sunrise,sunup,cockcrow	the first light of day
n02758134	23735	auditorium	the area of a theater or concert hall where the audience sits
n07920222	2735	caffe_latte,latte	strong espresso coffee with a topping of frothed steamed milk
n07847198	15813	cream	the part of milk containing the butterfat
n02951358	14131	canoe	small and light boat; pointed at both ends; propelled with a paddle
n00313806	31481	sailing	riding in a sailboat
n00448466	3805	skating	the sport of gliding on skates
n03918480	12535	personal_computer,PC,microcomputer	a small digital computer based on a microprocessor and designed to be used by one person at a time
n05809745	25621	tradition	an inherited pattern of thought or action
n10676319	18649	supermodel	a fashion model who has attained the status of a celebrity
n01072402	8753	laughter	the activity of laughing; the manifestation of joy or mirth or scorn
n10243137	71302	lady	a polite name for any woman
n00212065	6318	graduation	the successful completion of a program of study
n02804123	16144	bass_guitar	the guitar with six strings that has the lowest pitch
n03970546	5146	plush	a fabric with a nap that is longer and softer than velvet
n09261960	16602	cumulus,cumulus_cloud	a globular cloud
n10285313	67890	male_child,boy	a youthful male person
n04546855	292098	wall	an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure
n09416076	215170	rock,stone	a lump or mass of hard consolidated mineral matter
n09963320	6887	cook	someone who cooks food
n08492546	4281	air_lane,flight_path,airway,skyway	a designated route followed by airplanes in flying from one airport to another
n07458453	73626	race	a contest of speed
n02821627	6169	bedroom,sleeping_room,sleeping_accommodation,chamber,bedchamber	a room used primarily for sleeping
n00521562	51805	presentation,presentment,demonstration	a show or display; the act of presenting something to sight or view
n10665698	6079	student,pupil,educatee	a learner who is enrolled in an educational institution
n03294048	66337	equipment	an instrumentality needed for an undertaking or to perform a service
n12268246	3499	oak,oak_tree	a deciduous tree of the genus Quercus; has acorns and lobed leaves
n05552607	13724	thorax,chest,pectus	the part of the human torso between the neck and the diaphragm or the corresponding part in other vertebrates
n09468604	107226	valley,vale	a long depression in the surface of the land that usually contains a river
n06845599	258883	trade_name,brand_name,brand,marque	a name given to a product or service
n07020538	45385	dance	an artistic form of nonverbal communication
n00453935	8219	fishing,sportfishing	the act of someone who fishes as a diversion
n02970685	3467	car_seat	a seat in a car
n04587648	171217	window	a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air
n10148035	20010	groom,bridegroom	a man participant in his own marriage ceremony
n09605289	75542	adult,grownup	a fully developed person from maturity onward
n05752544	42867	learning,acquisition	the cognitive process of acquiring skill or knowledge
n03865557	12115	overpass,flyover	bridge formed by the upper level of a crossing of two highways at different levels
n05602835	15277	cheek	either side of the face below the eyes
n09245515	6946	cirque,corrie,cwm	a steep-walled semicircular basin in a mountain; may contain a lake
n05716577	22350	sweet,sweetness,sugariness	the taste experience when sugar dissolves in the mouth
n04128499	24652	sailboat,sailing_boat	a small sailing vessel; usually with a single mast
